City,Country,Edition,Sport,Discipline,Athlete,NOC,Country,Gender,Event,Event_gender,Medal
Paris,France,1900,Archery,Archery,"GRUMIAUX, Emile",FRA,France,Men,sur la perche Ö la pyramide,Men,Gold
Paris,France,1900,Archery,Archery,"SERRURIER, Auguste",FRA,France,Men,sur la perche Ö la pyramide,Men,Silver
Paris,France,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,100m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"JARVIS, Francis",USA,United States,Men,100m,Men,Gold
Paris,France,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,100m,Men,Silver
Paris,France,1900,Athletics,Athletics,"MOLONEY, Frederick",USA,United States,Men,110m hurdles,Men,Bronze
Paris,France,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,110m hurdles,Men,Gold
Paris,France,1900,Athletics,Athletics,"MCLEAN, John",USA,United States,Men,110m hurdles,Men,Silver
Paris,France,1900,Athletics,Athletics,"BRAY, John",USA,United States,Men,1500m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,1500m,Men,Gold
Paris,France,1900,Athletics,Athletics,"DELOGE, Henri",FRA,France,Men,1500m,Men,Silver
Paris,France,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,200m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200m,Men,Gold
Paris,France,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200m,Men,Silver
Paris,France,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,200m hurdles,Men,Bronze
Paris,France,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,200m hurdles,Men,Gold
Paris,France,1900,Athletics,Athletics,"PRITCHARD, Norman",IND,India,Men,200m hurdles,Men,Silver
Paris,France,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,France,Men,3000m steeplechase,Men,Bronze
Paris,France,1900,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,3000m steeplechase,Men,Gold
Paris,France,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,3000m steeplechase,Men,Silver
Paris,France,1900,Athletics,Athletics,"ROBINSON, Sidney",GBR,United Kingdom,Men,4000m steeplechase,Men,Bronze
Paris,France,1900,Athletics,Athletics,"RIMMER, John",GBR,United Kingdom,Men,4000m steeplechase,Men,Gold
Paris,France,1900,Athletics,Athletics,"BENNETT, Charles",GBR,United Kingdom,Men,4000m steeplechase,Men,Silver
Paris,France,1900,Athletics,Athletics,"SCHULTZ, Ernst",DEN,Denmark,Men,400m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"LONG, Maxwell W.Maxey",USA,United States,Men,400m,Men,Gold
Paris,France,1900,Athletics,Athletics,"HOLLAND, William",USA,United States,Men,400m,Men,Silver
Paris,France,1900,Athletics,Athletics,"ORTON, George",CAN,Canada,Men,400m hurdles,Men,Bronze
Paris,France,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,400m hurdles,Men,Gold
Paris,France,1900,Athletics,Athletics,"TAUZIN, Henri",FRA,France,Men,400m hurdles,Men,Silver
Paris,France,1900,Athletics,Athletics,"BENNETT, Charles",ZZX,Mixed teams,Men,5000m team,Men,Gold
Paris,France,1900,Athletics,Athletics,"RIMMER, John",ZZX,Mixed teams,Men,5000m team,Men,Gold
Paris,France,1900,Athletics,Athletics,"ROBINSON, Sidney",ZZX,Mixed teams,Men,5000m team,Men,Gold
Paris,France,1900,Athletics,Athletics,"ROWLEY, Stanley",ZZX,Mixed teams,Men,5000m team,Men,Gold
Paris,France,1900,Athletics,Athletics,"TYSOE, Alfred",ZZX,Mixed teams,Men,5000m team,Men,Gold
Paris,France,1900,Athletics,Athletics,"CASTANET, AndrÇ",FRA,France,Men,5000m team,Men,Silver
Paris,France,1900,Athletics,Athletics,"CHAMPOUDRY, Michel",FRA,France,Men,5000m team,Men,Silver
Paris,France,1900,Athletics,Athletics,"CHASTANIE, Jacques",FRA,France,Men,5000m team,Men,Silver
Paris,France,1900,Athletics,Athletics,"DELOGE, Henri",FRA,France,Men,5000m team,Men,Silver
Paris,France,1900,Athletics,Athletics,"RAGUENEAU, Gaston",FRA,France,Men,5000m team,Men,Silver
Paris,France,1900,Athletics,Athletics,"ROWLEY, Stanley",AUS,Australia,Men,60m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,60m,Men,Gold
Paris,France,1900,Athletics,Athletics,"TEWKSBURY, Walter B. John",USA,United States,Men,60m,Men,Silver
Paris,France,1900,Athletics,Athletics,"HALL, David",USA,United States,Men,800m,Men,Bronze
Paris,France,1900,Athletics,Athletics,"TYSOE, Alfred",GBR,United Kingdom,Men,800m,Men,Gold
Paris,France,1900,Athletics,Athletics,"CREGAN, John",USA,United States,Men,800m,Men,Silver
Paris,France,1900,Athletics,Athletics,"SHELDON, Richard",USA,United States,Men,discus throw,Men,Bronze
Paris,France,1900,Athletics,Athletics,"BAUER, Rudolf",HUN,Hungary,Men,discus throw,Men,Gold
Paris,France,1900,Athletics,Athletics,"JANDA, Frantisek",BOH,#N/D,Men,discus throw,Men,Silver
Paris,France,1900,Athletics,Athletics,"MCCRACKEN, Josiah",USA,United States,Men,hammer throw,Men,Bronze
Paris,France,1900,Athletics,Athletics,"FLANAGAN, John Jesus",USA,United States,Men,hammer throw,Men,Gold
Paris,France,1900,Athletics,Athletics,"HARE, Thomas Truxton",USA,United States,Men,hammer throw,Men,Silver
Paris,France,1900,Athletics,Athletics,"GôNCZY, Lajos",HUN,Hungary,Men,high jump,Men,Bronze
Paris,France,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,high jump,Men,Gold
Paris,France,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,United Kingdom,Men,high jump,Men,Silver
Paris,France,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,United States,Men,"high jump, standing",Men,Bronze
Paris,France,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"high jump, standing",Men,Gold
Paris,France,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"high jump, standing",Men,Silver
Paris,France,1900,Athletics,Athletics,"LEAHY, Patrick Joseph",GBR,United Kingdom,Men,long jump,Men,Bronze
Paris,France,1900,Athletics,Athletics,"KRAENZLEIN, Alvin",USA,United States,Men,long jump,Men,Gold
Paris,France,1900,Athletics,Athletics,"PRINSTEIN, Meyer",USA,United States,Men,long jump,Men,Silver
Paris,France,1900,Athletics,Athletics,"TORCHEBOEUF, Emile",FRA,France,Men,"long jump, standing",Men,Bronze
Paris,France,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"long jump, standing",Men,Gold
Paris,France,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"long jump, standing",Men,Silver
Paris,France,1900,Athletics,Athletics,"FAST, Ernst",SWE,Sweden,Men,marathon,Men,Bronze
Paris,France,1900,Athletics,Athletics,"THEATO, Michel",FRA,France,Men,marathon,Men,Gold
Paris,France,1900,Athletics,Athletics,"CHAMPION, Emile",FRA,France,Men,marathon,Men,Silver
Paris,France,1900,Athletics,Athletics,"ANDERSEN, Carl Albert",NOR,Norway,Men,pole vault,Men,Bronze
Paris,France,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,pole vault,Men,Gold
Paris,France,1900,Athletics,Athletics,"COLKETT, Meredith Bright",USA,United States,Men,pole vault,Men,Silver
Paris,France,1900,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,shot put,Men,Bronze
Paris,France,1900,Athletics,Athletics,"SHELDON, Richard",USA,United States,Men,shot put,Men,Gold
Paris,France,1900,Athletics,Athletics,"MCCRACKEN, Josiah",USA,United States,Men,shot put,Men,Silver
Paris,France,1900,Athletics,Athletics,"SHELDON, Lewis Pendleton",USA,United States,Men,triple jump,Men,Bronze
Paris,France,1900,Athletics,Athletics,"PRINSTEIN, Meyer",USA,United States,Men,triple jump,Men,Gold
Paris,France,1900,Athletics,Athletics,"CONNOLLY, James",USA,United States,Men,triple jump,Men,Silver
Paris,France,1900,Athletics,Athletics,"GARRETT, Robert",USA,United States,Men,"triple jump, standing",Men,Bronze
Paris,France,1900,Athletics,Athletics,"EWRY, Ray",USA,United States,Men,"triple jump, standing",Men,Gold
Paris,France,1900,Athletics,Athletics,"BAXTER, Irving",USA,United States,Men,"triple jump, standing",Men,Silver
Paris,France,1900,Basque Pelota,Basque Pelota,"De AMEZOLA y ASPIZUA, JosÇ",ESP,Spain,Men,cesta punta,Men,Gold
Paris,France,1900,Basque Pelota,Basque Pelota,"VILLOTA BAQUIOLA, Francisco",ESP,Spain,Men,cesta punta,Men,Gold
Paris,France,1900,Basque Pelota,Basque Pelota,"DURQUETTY, Maurice",FRA,France,Men,cesta punta,Men,Silver
Paris,France,1900,Basque Pelota,Basque Pelota,ETCHEGARAY,FRA,France,Men,cesta punta,Men,Silver
Paris,France,1900,Cricket,Cricket,"BEACHCROFT, Charles",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"BIRKETT, Arthur Ernest",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"BOWERMAN, Alfred James",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"BUCKLEY, George John",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"BURCHELL, Francis Romulus",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"CHRISTIAN, Frederick William",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"CORNER, Harry Richard",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"CUMING, Frederick Wlliam",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"DONNE, William Stephen",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"POWLESLAND, Alfred James",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"SYMES, John",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"TOLLER, Montagu Henry",GBR,United Kingdom,Men,cricket,Men,Gold
Paris,France,1900,Cricket,Cricket,"ANDERSON, W.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"ATTRILL, W.T.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"BRAID, J.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"BROWNING, W.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"HORNE, R.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"JORDAN, T.H.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"MCEVOY, A.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"ROBINSON, D.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"ROQUES, F.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"SCHNEIDAU, A.J.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"TERRY, Henry John",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Cricket,Cricket,"TOMALIN, P.H.",FRA,France,Men,cricket,Men,Silver
Paris,France,1900,Croquet,Croquet,AUMOITTE,FRA,France,Men,double,Men,Gold
Paris,France,1900,Croquet,Croquet,JOHIN,FRA,France,Men,double,Men,Gold
Paris,France,1900,Croquet,Croquet,WAYDELICH,FRA,France,Men,individual 1 ball,Men,Bronze
Paris,France,1900,Croquet,Croquet,AUMOITTE,FRA,France,Men,individual 1 ball,Men,Gold
Paris,France,1900,Croquet,Croquet,JOHIN,FRA,France,Men,individual 1 ball,Men,Silver
Paris,France,1900,Croquet,Croquet,SAUTREAU,FRA,France,Men,individual 2 balls,Men,Bronze
Paris,France,1900,Croquet,Croquet,WAYDELICH,FRA,France,Men,individual 2 balls,Men,Gold
Paris,France,1900,Croquet,Croquet,VIGNEROT,FRA,France,Men,individual 2 balls,Men,Silver
Paris,France,1900,Cycling,Cycling Track,"DAUMAIN, .....",FRA,France,Men,25 kilometres,Men,Bronze
Paris,France,1900,Cycling,Cycling Track,"BASTIEN, Louis",FRA,France,Men,25 kilometres,Men,Gold
Paris,France,1900,Cycling,Cycling Track,"HILDEBRAND, Louis",FRA,France,Men,25 kilometres,Men,Silver
Paris,France,1900,Cycling,Cycling Track,"LAKE, John Henry",USA,United States,Men,Sprint indivual,Men,Bronze
Paris,France,1900,Cycling,Cycling Track,"TAILLANDIER, Georges",FRA,France,Men,Sprint indivual,Men,Gold
Paris,France,1900,Cycling,Cycling Track,"SANZ, Fernand",FRA,France,Men,Sprint indivual,Men,Silver
Paris,France,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Belgium,Men,high jump,Both,Bronze
Paris,France,1900,Equestrian,Jumping,"GARDERES, Dominique Maximien",FRA,France,Men,high jump,Both,Gold
Paris,France,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Italy,Men,high jump,Both,Gold
Paris,France,1900,Equestrian,Jumping,"DE CHAMPSAVIN, Louis",FRA,France,Men,individual,Both,Bronze
Paris,France,1900,Equestrian,Jumping,"HAEGEMAN, AimÇ",BEL,Belgium,Men,individual,Both,Gold
Paris,France,1900,Equestrian,Jumping,"VAN DE POELE, Georges",BEL,Belgium,Men,individual,Both,Silver
Paris,France,1900,Equestrian,Jumping,DE BELLEGARDE,FRA,France,Men,long jump individual,Both,Bronze
Paris,France,1900,Equestrian,Jumping,"VAN LANGHENDONCK, Constant",BEL,Belgium,Men,long jump individual,Both,Gold
Paris,France,1900,Equestrian,Jumping,"TRISSINO, Gian Giorgio",ITA,Italy,Men,long jump individual,Both,Silver
Paris,France,1900,Fencing,Fencing,"SEE, LÇon",FRA,France,Men,ÇpÇe individual,Men,Bronze
Paris,France,1900,Fencing,Fencing,"FONST, Ramon",CUB,Cuba,Men,ÇpÇe individual,Men,Gold
Paris,France,1900,Fencing,Fencing,"PERREE, Louis",FRA,France,Men,ÇpÇe individual,Men,Silver
Paris,France,1900,Fencing,Fencing,"SEE, LÇon",FRA,France,Men,"ÇpÇe, amateurs and masters",Men,Bronze
Paris,France,1900,Fencing,Fencing,"AYAT, Albert",FRA,France,Men,"ÇpÇe, amateurs and masters",Men,Gold
Paris,France,1900,Fencing,Fencing,"FONST, Ramon",CUB,Cuba,Men,"ÇpÇe, amateurs and masters",Men,Silver
Paris,France,1900,Fencing,Fencing,"LAURENT, Henri",FRA,France,Men,"ÇpÇe, masters",Men,Bronze
Paris,France,1900,Fencing,Fencing,"AYAT, Albert",FRA,France,Men,"ÇpÇe, masters",Men,Gold
Paris,France,1900,Fencing,Fencing,"BOUGNOL, Emile",FRA,France,Men,"ÇpÇe, masters",Men,Silver
Paris,France,1900,Fencing,Fencing,"BOULENGER, Marcel Jacques",FRA,France,Men,foil individual,Men,Bronze
Paris,France,1900,Fencing,Fencing,"COSTE, Emile",FRA,France,Men,foil individual,Men,Gold
Paris,France,1900,Fencing,Fencing,"MASSON, Henri",FRA,France,Men,foil individual,Men,Silver
Paris,France,1900,Fencing,Fencing,"MIMIAGUE, Jean-Baptiste",FRA,France,Men,"foil, masters",Men,Bronze
Paris,France,1900,Fencing,Fencing,"MERIGNAC, Lucien",FRA,France,Men,"foil, masters",Men,Gold
Paris,France,1900,Fencing,Fencing,"KIRCHHOFFER, Alphonse",FRA,France,Men,"foil, masters",Men,Silver
Paris,France,1900,Fencing,Fencing,"FLESCH, Siegfried",AUT,Austria,Men,sabre individual,Men,Bronze
Paris,France,1900,Fencing,Fencing,"DE LA FALAISE, Georges",FRA,France,Men,sabre individual,Men,Gold
Paris,France,1900,Fencing,Fencing,"THIEBAUT, LÇon",FRA,France,Men,sabre individual,Men,Silver
Paris,France,1900,Fencing,Fencing,"NERALIC, Milan",AUT,Austria,Men,"sabre, masters",Men,Bronze
Paris,France,1900,Fencing,Fencing,"CONTE, Antonio",ITA,Italy,Men,"sabre, masters",Men,Gold
Paris,France,1900,Fencing,Fencing,"SANTELLI, Italo",ITA,Italy,Men,"sabre, masters",Men,Silver
Paris,France,1900,Football,Football,"DELBECQUE, Albert",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"KELECOM, R.",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"LEBOUTTE, Marcel",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,LONDOT,BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"MOREAU, Ernest",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"NEEFS, E.",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"PELGRIMS, Georges",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"RENIER, Alphonse",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"SPANNOGHE, E.",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"THORNTON, Erich",BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,VAN HEUCKELUM,BEL,Belgium,Men,football,Men,Bronze
Paris,France,1900,Football,Football,"BUCKENHAM, Claude Percy",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"BURRIDGE, T.E.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"CHALK, Alfred Ernest",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"GROSLING, William Sullivan",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"HASLAM, A.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"JONES, J.H.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"NICHOLAS, J.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"QUASH, William Francis",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"SPACKMAN, F.G.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"TURNER, R.R.",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"ZEALLEY, James Edward",GBR,United Kingdom,Men,football,Men,Gold
Paris,France,1900,Football,Football,"ALLEMANE, Pierre",FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,BACH,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,"BLOCH, Jean",FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,"CANELLE, Fernand",FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,DUPARC,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,FRAYSSE,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,GAILLARD,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,"GARNIER, RenÇ",FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,GRANDJEAN,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,HUTEAU,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,LAMBERT,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,MACAIRE,FRA,France,Men,football,Men,Silver
Paris,France,1900,Football,Football,PELTIER,FRA,France,Men,football,Men,Silver
Paris,France,1900,Golf,Golf,"ROBERTSON, David Donaldson",GBR,United Kingdom,Men,individual,Men,Bronze
Paris,France,1900,Golf,Golf,"SANDS, Charles Edward",USA,United States,Men,individual,Men,Gold
Paris,France,1900,Golf,Golf,"RUTHERFORD, Walter",GBR,United Kingdom,Men,individual,Men,Silver
Paris,France,1900,Golf,Golf,"PRATT, Daria",USA,United States,Women,individual,Women,Bronze
Paris,France,1900,Golf,Golf,"ABBOTT, Margaret Ives",USA,United States,Women,individual,Women,Gold
Paris,France,1900,Golf,Golf,"WHITTIER, Pauline",USA,United States,Women,individual,Women,Silver
Paris,France,1900,Gymnastics,Artistic G.,"DEMANET, Lucien",FRA,France,Men,individual all-round,Men,Bronze
Paris,France,1900,Gymnastics,Artistic G.,"SANDRAS, Gustave",FRA,France,Men,individual all-round,Men,Gold
Paris,France,1900,Gymnastics,Artistic G.,"BAS, Noâl",FRA,France,Men,individual all-round,Men,Silver
Paris,France,1900,Polo,Polo,"BOUSSOD, Jean",ZZX,Mixed teams,Men,polo,Men,Bronze
Paris,France,1900,Polo,Polo,"DUC DE BISACCIA, Louis",ZZX,Mixed teams,Men,polo,Men,Bronze
Paris,France,1900,Polo,Polo,"FAUQUET LEMAITRE, A.",ZZX,Mixed teams,Men,polo,Men,Bronze
Paris,France,1900,Polo,Polo,"RAOUL-DUVAL, Maurice",ZZX,Mixed teams,Men,polo,Men,Bronze
Paris,France,1900,Polo,Polo,"DALY, Dennis",ZZX,Mixed teams,Men,polo,Men,Gold
Paris,France,1900,Polo,Polo,"KEENE, Foxhall Parker",ZZX,Mixed teams,Men,polo,Men,Gold
Paris,France,1900,Polo,Polo,"MACKEY, Frank Jay",ZZX,Mixed teams,Men,polo,Men,Gold
Paris,France,1900,Polo,Polo,"RAWLINSON, Alfred",ZZX,Mixed teams,Men,polo,Men,Gold
Paris,France,1900,Polo,Polo,"BUCKMASTER, Walter Selby",ZZX,Mixed teams,Men,polo,Men,Silver
Paris,France,1900,Polo,Polo,"COMTE DE MADRE, JosÇ Pierre M.J.",ZZX,Mixed teams,Men,polo,Men,Silver
Paris,France,1900,Polo,Polo,"FREAKE, Frederick Maitland",ZZX,Mixed teams,Men,polo,Men,Silver
Paris,France,1900,Polo,Polo,"MCCREERY, Walter Adolph",ZZX,Mixed teams,Men,polo,Men,Silver
Paris,France,1900,Rowing,Rowing,"BRANDT, Francois Antoine",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"BROCKMANN, Hermanus Gerardus",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"KLEIN, Roelof",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"LEEGSTRA, Ruud Gerbens",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"MIDDELBERG, Walter",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"OFFERHAUS, Hendrik Karel",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"THIJSSEN, Walter",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"TROMP, Henricus",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"VAN DIJK, Johannes Wilhelmus Maria",NED,Netherlands,Men,eight with coxswain (8+),Men,Bronze
Paris,France,1900,Rowing,Rowing,"ABELL, Louis",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"CARR, William",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"DEBAECKE, Harry",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"EXLEY, John",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"GEIGER, John",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"HEDLEY, Edward",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"JUVENAL, James",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"LOCKWOOD, Roscoe",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"MARSH, Edward",USA,United States,Men,eight with coxswain (8+),Men,Gold
Paris,France,1900,Rowing,Rowing,"BRUGGEMAN, Prospäre",BEL,Belgium,Men,eight with coxswain (8+),Men,Silver
Paris,France,1900,Rowing,Rowing,"DE BISSCHOP, Jules",BEL,Belgium,Men,eight with coxswain (8+),Men,Silver
